Suite de Pruebas,ID Caso,Descripcion Caso,Prioridad,v1 Resultado,v1 Asignado a,v1 Fecha,v1 Testeado por,v1 Notas,v1 Duracion (min),v2 Resultado,v2 Asignado a,v2 Fecha,v2 Testeado por,v2 Notas,v2 Duracion (min)
Gestión de Espacios - Baja - Reactivación de Espacio,PFTDZGR06-494,001_Acceso a la opción de Baja de Espacio,Alta,Pasado [v1],equipo qa,2025-11-28 04:34:47,equipo qa,,1,Pasado [v2],equipo qa,2025-11-29 04:56:52,equipo qa,,1
Gestión de Espacios - Baja - Reactivación de Espacio,PFTDZGR06-495,002_Confirmación de Baja de Espacio,Alta,Pasado [v1],equipo qa,2025-11-28 04:35:05,equipo qa,,1,Pasado [v2],equipo qa,2025-11-29 04:57:31,equipo qa,,1
Gestión de Espacios - Baja - Reactivación de Espacio,PFTDZGR06-496,003_Restricción de Baja con Actividad Asociada,Alta,Pasado [v1],equipo qa,2025-11-28 04:35:25,equipo qa,,1,Pasado [v2],equipo qa,2025-11-29 04:58:09,equipo qa,,1
Gestión de Espacios - Baja - Reactivación de Espacio,PFTDZGR06-497,004_Reactivación de Espacio,Alta,Pasado [v1],equipo qa,2025-11-28 04:35:58,equipo qa,,1,Pasado [v2],equipo qa,2025-11-29 04:58:54,equipo qa,,1
Gestión de Espacios - Registro de Reserva,PFTDZGR06-498,001_Creación de Reserva de Espacio,Alta,Pasado [v1],equipo qa,2025-11-28 04:37:11,equipo qa,,2,Pasado [v2],equipo qa,2025-11-29 04:59:51,equipo qa,,2
Gestión de Espacios - Registro de Reserva,PFTDZGR06-499,002_Disponibilidad de Espacios,Alta,Pasado [v1],equipo qa,2025-11-28 04:37:53,equipo qa,,1,Pasado [v2],equipo qa,2025-11-29 05:03:18,equipo qa,,1
Gestión de Espacios - Registro de Reserva,PFTDZGR06-500,003_Cálculo Automático de Fecha de Vencimiento de Seña,Alta,Pasado [v1],equipo qa,2025-11-28 04:38:16,equipo qa,,1,Pasado [v2],equipo qa,2025-11-29 05:03:25,equipo qa,,1
Gestión de Espacios - Registro de Reserva,PFTDZGR06-501,004_Cálculo de Importe según Tipo de Usuario Socio,Alta,Pasado [v1],equipo qa,2025-11-28 04:38:29,equipo qa,,1,Pasado [v2],equipo qa,2025-11-29 05:03:33,equipo qa,,1
Gestión de Espacios - Registro de Reserva,PFTDZGR06-502,005_Cálculo de Importe según Tipo de Usuario No Socio,Alta,Pasado [v1],equipo qa,2025-11-28 04:38:38,equipo qa,,1,Pasado [v2],equipo qa,2025-11-29 05:03:40,equipo qa,,1
Gestión de Espacios - Registro de Reserva,PFTDZGR06-503,006_Modificación de Fecha de Vencimiento de Seña,Alta,Pasado [v1],equipo qa,2025-11-28 04:38:51,equipo qa,,1,Pasado [v2],equipo qa,2025-11-29 05:05:19,equipo qa,,1
Gestión de Espacios - Cancelación de Reserva,PFTDZGR06-504,001_Cancelación Automática de Reserva por Falta de Pago,Alta,Pasado [v1],equipo qa,2025-11-28 04:39:15,equipo qa,,1,Pasado [v2],equipo qa,2025-11-29 05:06:40,equipo qa,,1
Gestión de Espacios - Cancelación de Reserva,PFTDZGR06-506,002_Cancelación de Reserva de Espacio con Confirmación,Alta,Pasado [v1],equipo qa,2025-11-28 04:39:35,equipo qa,,1,Pasado [v2],equipo qa,2025-11-29 05:07:06,equipo qa,,1
Gestión de Espacios - Cancelación de Reserva,PFTDZGR06-507,003_Verificación de Liberación de Espacio tras Cancelación,Alta,Pasado [v1],equipo qa,2025-11-28 04:40:02,equipo qa,,1,Pasado [v2],equipo qa,2025-11-29 05:07:18,equipo qa,,1
Gestión de Espacios - Cancelación de Reserva,PFTDZGR06-508,004_Cancelación de Reserva sin Confirmación,Alta,Pasado [v1],equipo qa,2025-11-28 04:40:17,equipo qa,,1,Pasado [v2],equipo qa,2025-11-29 05:07:27,equipo qa,,1
Gestión de Espacios - Reportes de Reservas,PFTDZGR06-505,001_Visualización del Listado de Reservas,Alta,Pasado [v1],equipo qa,2025-11-28 04:40:31,equipo qa,,1,Pasado [v2],equipo qa,2025-11-29 05:09:06,equipo qa,,2
Gestión de Espacios - Reportes de Reservas,PFTDZGR06-509,002_Reporte de Reservas/Cancelaciones por Fechas,Alta,Pasado [v1],equipo qa,2025-11-28 04:43:57,equipo qa,,2,Pasado [v2],equipo qa,2025-11-29 05:09:17,equipo qa,,2
Gestión de Espacios - Reportes de Reservas,PFTDZGR06-510,003_Reporte de Reservas/Cancelaciones Por Calcelacion,Alta,Pasado [v1],equipo qa,2025-11-28 04:44:22,equipo qa,,1,Pasado [v2],equipo qa,2025-11-29 05:09:36,equipo qa,,2
Gestión de Espacios - Reportes de Reservas,PFTDZGR06-511,004_Reporte de Reservas/Cancelaciones por Tipo de accion Ambos,Alta,Pasado [v1],equipo qa,2025-11-28 04:44:29,equipo qa,,1,Pasado [v2],equipo qa,2025-11-29 05:09:48,equipo qa,,2
Gestión de Espacios - Reportes de Reservas,PFTDZGR06-512,005_Reporte de Reservas/Cancelaciones por Espacio,Alta,Pasado [v1],equipo qa,2025-11-28 04:44:44,equipo qa,,1,Pasado [v2],equipo qa,2025-11-29 05:09:56,equipo qa,,1
