Suite de Pruebas,ID Caso,Descripcion Caso,Prioridad,v1 Resultado,v1 Asignado a,v1 Fecha,v1 Testeado por,v1 Notas,v1 Duracion (min),v2 Resultado,v2 Asignado a,v2 Fecha,v2 Testeado por,v2 Notas,v2 Duracion (min),Ultima Build v2.0
Gestión de Usuarios - Registro de Usuario,PFTDZGR06-216,Registrar usuario administrador exitosamente,Alta,Pasado [v1],equipo qa,2025-11-05 00:27:27,equipo qa,,2,Pasado [v2],equipo qa,2025-11-12 00:07:59,equipo qa,,2,Pasado [v2]
Gestión de Usuarios - Registro de Usuario,PFTDZGR06-217,Registrar usuario socio exitosamente,Alta,Pasado [v1],equipo qa,2025-11-05 00:31:19,equipo qa,,2,Pasado [v2],equipo qa,2025-11-12 00:11:03,equipo qa,,2,Pasado [v2]
Gestión de Usuarios - Registro de Usuario,PFTDZGR06-218,Registrar usuario No Socio exitosamente,Alta,Pasado [v1],equipo qa,2025-11-05 00:33:49,equipo qa,,2,Pasado [v2],equipo qa,2025-11-12 00:14:24,equipo qa,,2,Pasado [v2]
Gestión de Usuarios - Registro de Usuario,PFTDZGR06-219,Registrar usuario con datos inválidos,Alta,Pasado [v1],equipo qa,2025-11-05 00:35:41,equipo qa,,4,Pasado [v2],equipo qa,2025-11-12 00:15:23,equipo qa,,2,Pasado [v2]
Gestión de Usuarios - Registro de Usuario,PFTDZGR06-220,Registrar usuario con campos obligatorios faltantes,Alta,Pasado [v1],equipo qa,2025-11-05 00:37:11,equipo qa,,4,Pasado [v2],equipo qa,2025-11-12 00:16:58,equipo qa,,2,Pasado [v2]
Gestión de Usuarios - Registro de Usuario,PFTDZGR06-221,Registro de Usuario Duplicado,Alta,Pasado [v1],equipo qa,2025-11-05 00:38:09,equipo qa,,2,Pasado [v2],equipo qa,2025-11-12 00:19:31,equipo qa,,2,Pasado [v2]
Gestión de Usuarios - Listado de Usuarios,PFTDZGR06-245,Acceso a listado de usuarios exitosamente,Alta,Pasado [v1],equipo qa,2025-11-05 00:39:48,equipo qa,,1,Pasado [v2],equipo qa,2025-11-12 00:20:23,equipo qa,,1,Pasado [v2]
Gestión de Usuarios - Listado de Usuarios,PFTDZGR06-246,Acceso a listado de usuarios por Usuario Admin,Alta,Pasado [v1],equipo qa,2025-11-05 00:40:38,equipo qa,,1,Pasado [v2],equipo qa,2025-11-12 00:21:23,equipo qa,,1,Pasado [v2]
Gestión de Usuarios - Listado de Usuarios,PFTDZGR06-247,Acceso a listado de usuarios por Usuario Socio/No Socio,Alta,Pasado [v1],equipo qa,2025-11-05 00:43:16,equipo qa,,2,Pasado [v2],equipo qa,2025-11-12 00:22:39,equipo qa,,1,Pasado [v2]
Gestión de Usuarios - Listado de Usuarios,PFTDZGR06-248,Filtrado del listado de usuarios,Alta,Pasado [v1],equipo qa,2025-11-05 00:46:08,equipo qa,,2,Pasado [v2],equipo qa,2025-11-12 00:31:41,equipo qa,,2,Pasado [v2]
Gestión de Usuarios - Listado de Usuarios,PFTDZGR06-249,Acceder a listado sin usuarios registrados,Alta,Pasado [v1],equipo qa,2025-11-05 00:46:54,equipo qa,,1,Pasado [v2],equipo qa,2025-11-12 00:32:52,equipo qa,,1,Pasado [v2]
Gestión de Usuarios - Listado de Usuarios,PFTDZGR06-250,Acceder a listado sin token de autorización,Alta,Pasado [v1],equipo qa,2025-11-05 00:47:31,equipo qa,,1,Pasado [v2],equipo qa,2025-11-12 00:34:00,equipo qa,,1,Pasado [v2]
Gestión de Usuarios - Modificación de Usuario,PFTDZGR06-251,Modificar datos de usuario por administrador exitosamente,Alta,Pasado [v1],equipo qa,2025-11-05 00:55:31,equipo qa,,5,Pasado [v2],equipo qa,2025-11-12 00:44:44,equipo qa,,3,Pasado [v2]
Gestión de Usuarios - Modificación de Usuario,PFTDZGR06-252,Modificar de No Socio a Socio,Alta,Pasado [v1],equipo qa,2025-11-05 00:56:47,equipo qa,,2,Pasado [v2],equipo qa,2025-11-12 00:45:36,equipo qa,,2,Pasado [v2]
Gestión de Usuarios - Modificación de Usuario,PFTDZGR06-253,Modificar de Socio a No Socio,Alta,Pasado [v1],equipo qa,2025-11-05 00:52:24,equipo qa,,5,Pasado [v2],equipo qa,2025-11-12 00:39:55,equipo qa,,2,Pasado [v2]
Gestión de Usuarios - Modificación de Usuario,PFTDZGR06-254,Modificación con datos obligatorios faltantes,Alta,Pasado [v1],equipo qa,2025-11-05 00:58:09,equipo qa,,2,Pasado [v2],equipo qa,2025-11-12 00:46:58,equipo qa,,2,Pasado [v2]
Gestión de Usuarios - Modificación de Usuario,PFTDZGR06-255,Modificación con datos inválidos,Alta,Pasado [v1],equipo qa,2025-11-05 00:59:42,equipo qa,,2,Pasado [v2],equipo qa,2025-11-12 00:48:58,equipo qa,,2,Pasado [v2]
Gestión de Usuarios - Modificación de Usuario,PFTDZGR06-256,Modificación por parte de un usuario no autorizado,Alta,Pasado [v1],equipo qa,2025-11-05 01:00:34,equipo qa,,1,Pasado [v2],equipo qa,2025-11-12 00:50:02,equipo qa,,1,Pasado [v2]
Gestión de Usuarios - Modificación de Usuario,PFTDZGR06-257,Modificación con datos duplicados,Alta,Pasado [v1],equipo qa,2025-11-05 01:04:48,equipo qa,,2,Pasado [v2],equipo qa,2025-11-12 00:51:20,equipo qa,,2,Pasado [v2]
Gestión de Usuarios - Modificación de Usuario,PFTDZGR06-272,Modificación de datos privados,Alta,Pasado [v1],equipo qa,2025-11-05 01:05:20,equipo qa,,1,Pasado [v2],equipo qa,2025-11-12 00:52:08,equipo qa,,1,Pasado [v2]
Gestión de Usuarios - Baja - Reactivación de Usuario,PFTDZGR06-258,Baja exitosa de usuario,Alta,Pasado [v1],equipo qa,2025-11-05 01:16:45,equipo qa,,1,Pasado [v2],equipo qa,2025-11-12 00:54:41,equipo qa,,1,Pasado [v2]
Gestión de Usuarios - Baja - Reactivación de Usuario,PFTDZGR06-259,Baja de usuario ya inactivo,Media,Pasado [v1],equipo qa,2025-11-05 01:17:35,equipo qa,,1,Pasado [v2],equipo qa,2025-11-12 00:57:41,equipo qa,,1,Pasado [v2]
Gestión de Usuarios - Baja - Reactivación de Usuario,PFTDZGR06-260,Baja con usuario no existente,Alta,Pasado [v1],equipo qa,2025-11-05 01:18:50,equipo qa,,1,Pasado [v2],equipo qa,2025-11-12 00:58:29,equipo qa,,1,Pasado [v2]
Gestión de Usuarios - Baja - Reactivación de Usuario,PFTDZGR06-261,Baja por usuario no autorizado,Alta,Pasado [v1],equipo qa,2025-11-05 01:19:54,equipo qa,,1,Pasado [v2],equipo qa,2025-11-12 00:59:16,equipo qa,,1,Pasado [v2]
Gestión de Usuarios - Baja - Reactivación de Usuario,PFTDZGR06-262,Reactivación exitosa de usuario,Alta,Pasado [v1],equipo qa,2025-11-05 01:22:17,equipo qa,,1,Pasado [v2],equipo qa,2025-11-12 01:08:25,equipo qa,,1,Pasado [v2]
Gestión de Usuarios - Baja - Reactivación de Usuario,PFTDZGR06-263,Reactivación de usuario ya activo,Media,Pasado [v1],equipo qa,2025-11-05 01:23:10,equipo qa,,1,Pasado [v2],equipo qa,2025-11-12 01:12:45,equipo qa,,1,Pasado [v2]
Gestión de Usuarios - Baja - Reactivación de Usuario,PFTDZGR06-264,Reactivación de usuario inexistente,Alta,Pasado [v1],equipo qa,2025-11-05 01:23:52,equipo qa,,1,Pasado [v2],equipo qa,2025-11-12 01:14:19,equipo qa,,1,Pasado [v2]
Gestión de Usuarios - Baja - Reactivación de Usuario,PFTDZGR06-265,Reactivación por usuario no autorizado,Alta,Pasado [v1],equipo qa,2025-11-05 01:25:11,equipo qa,,1,Pasado [v2],equipo qa,2025-11-12 01:15:07,equipo qa,,1,Pasado [v2]
Gestión de Usuarios - Login de Usuario,PFTDZGR06-266,Inicio de sesión exitoso,Alta,Pasado [v1],equipo qa,2025-11-05 01:30:35,equipo qa,,1,Pasado [v2],equipo qa,2025-11-12 01:17:33,equipo qa,,1,Pasado [v2]
Gestión de Usuarios - Login de Usuario,PFTDZGR06-267,Login con credenciales inválidas,Alta,Pasado [v1],equipo qa,2025-11-05 01:32:06,equipo qa,,1,Pasado [v2],equipo qa,2025-11-12 01:19:38,equipo qa,,1,Pasado [v2]
Gestión de Usuarios - Login de Usuario,PFTDZGR06-268,Login de usuario inactivo,Alta,Pasado [v1],equipo qa,2025-11-05 01:33:26,equipo qa,,1,Pasado [v2],equipo qa,2025-11-12 01:20:27,equipo qa,,1,Pasado [v2]
Gestión de Usuarios - Login de Usuario,PFTDZGR06-270,Login con campos obligatorios faltantes,Alta,Pasado [v1],equipo qa,2025-11-05 01:34:10,equipo qa,,1,Pasado [v2],equipo qa,2025-11-12 01:21:01,equipo qa,,1,Pasado [v2]
Gestión de Usuarios - Login de Usuario,PFTDZGR06-271,Ataque de fuerza bruta o múltiples intentos fallidos,Alta,Fallado [v1],equipo qa,2025-11-05 01:36:09,equipo qa,,2,Pasado [v2],equipo qa,2025-11-12 01:22:17,equipo qa,,5,Pasado [v2]
Gestión de Usuarios - Login de Usuario,PFTDZGR06-461,Login de usuario Sin Validar,Alta,Pasado [v1],equipo qa,2025-11-05 01:29:56,equipo qa,,2,Pasado [v2],equipo qa,2025-11-12 01:16:52,equipo qa,,2,Pasado [v2]
Gestión de Usuarios - Modificación de datos propios del Usuario,PFTDZGR06-273,Modificación de datos personales exitosa,Alta,Pasado [v1],equipo qa,2025-11-05 01:38:30,equipo qa,,3,Pasado [v2],equipo qa,2025-11-12 01:23:34,equipo qa,,2,Pasado [v2]
Gestión de Usuarios - Modificación de datos propios del Usuario,PFTDZGR06-274,Modificación con datos inválidos,Alta,Pasado [v1],equipo qa,2025-11-05 01:40:52,equipo qa,,5,Pasado [v2],equipo qa,2025-11-12 01:26:40,equipo qa,,2,Pasado [v2]
Gestión de Usuarios - Modificación de datos propios del Usuario,PFTDZGR06-275,Modificación con campos obligatorios faltantes,Alta,Pasado [v1],equipo qa,2025-11-05 01:41:42,equipo qa,,2,Pasado [v2],equipo qa,2025-11-12 01:27:32,equipo qa,,2,Pasado [v2]
Gestión de Usuarios - Modificación de datos propios del Usuario,PFTDZGR06-276,Modificación con datos duplicados,Alta,Pasado [v1],equipo qa,2025-11-05 01:45:21,equipo qa,,2,Pasado [v2],equipo qa,2025-11-12 01:28:50,equipo qa,,2,Pasado [v2]
Gestión de Usuarios - Modificación de datos propios del Usuario,PFTDZGR06-277,Modificación sin token o con token inválido,Alta,Pasado [v1],equipo qa,2025-11-05 01:47:02,equipo qa,,1,Pasado [v2],equipo qa,2025-11-12 01:29:55,equipo qa,,1,Pasado [v2]
Gestión de Auditoría - Reportes de Auditorías,PFTDZGR06-278,Consulta de auditoría exitosa,Alta,Pasado [v1],equipo qa,2025-11-08 03:09:37,equipo qa,,2,Pasado [v2],equipo qa,2025-11-21 00:08:28,equipo qa,,2,Pasado [v2]
Gestión de Auditoría - Reportes de Auditorías,PFTDZGR06-279,Consulta sin filtros,Alta,Pasado [v1],equipo qa,2025-11-08 03:09:58,equipo qa,,,Pasado [v2],equipo qa,2025-11-21 00:08:36,equipo qa,,2,Pasado [v2]
Gestión de Auditoría - Reportes de Auditorías,PFTDZGR06-280,Consulta con filtros inválidos,Alta,Pasado [v1],equipo qa,2025-11-08 03:10:08,equipo qa,,2,Pasado [v2],equipo qa,2025-11-21 00:08:44,equipo qa,,1,Pasado [v2]
Gestión de Auditoría - Reportes de Auditorías,PFTDZGR06-281,Acceso sin token o token inválido,Alta,Pasado [v1],equipo qa,2025-11-08 03:10:22,equipo qa,,2,Pasado [v2],equipo qa,2025-11-21 00:08:54,equipo qa,,2,Pasado [v2]
Gestión de Auditoría - Reportes de Auditorías,PFTDZGR06-282,Acceso a auditoría de usuario no autorizado,Alta,Pasado [v1],equipo qa,2025-11-08 03:10:35,equipo qa,,2,Pasado [v2],equipo qa,2025-11-21 00:09:01,equipo qa,,1,Pasado [v2]
Gestión de Auditoría - Reportes de Auditorías,PFTDZGR06-283,Listado sin registros encontrados,Media,Pasado [v1],equipo qa,2025-11-08 03:10:49,equipo qa,,2,Pasado [v2],equipo qa,2025-11-21 00:09:12,equipo qa,,1,Pasado [v2]
Gestión de Perfiles - Registro de Perfil,PFTDZGR06-303,Registrar Perfil exitosamente,Alta,Pasado [v1],equipo qa,2025-11-08 01:11:50,equipo qa,,2,Pasado [v2],equipo qa,2025-11-20 23:59:27,equipo qa,,2,Pasado [v2]
Gestión de Perfiles - Registro de Perfil,PFTDZGR06-304,Registrar perfil con datos inválidos,Alta,Fallado [v1],equipo qa,2025-11-08 01:14:34,equipo qa,,2,Pasado [v2],equipo qa,2025-11-21 00:00:05,equipo qa,,2,Pasado [v2]
Gestión de Perfiles - Registro de Perfil,PFTDZGR06-305,Registrar perfil con datos obligatorios faltantes,Alta,Fallado [v1],equipo qa,2025-11-08 01:28:15,equipo qa,,2,Pasado [v2],equipo qa,2025-11-21 00:00:29,equipo qa,,1,Pasado [v2]
Gestión de Perfiles - Registro de Perfil,PFTDZGR06-306,Registrar perfil con datos duplicados,Alta,Pasado [v1],equipo qa,2025-11-08 01:36:42,equipo qa,,2,Pasado [v2],equipo qa,2025-11-21 00:00:48,equipo qa,,1,Pasado [v2]
Gestión de Perfiles - Registro de Perfil,PFTDZGR06-307,Registrar perfil por parte de usuario no autorizado,Alta,Pasado [v1],equipo qa,2025-11-08 01:38:43,equipo qa,,,Pasado [v2],equipo qa,2025-11-21 00:01:17,equipo qa,,1,Pasado [v2]
Gestión de Perfiles - Listado de Perfiles,PFTDZGR06-308,Acceso a listado de perfiles exitosamente,Alta,Pasado [v1],equipo qa,2025-11-08 01:58:06,equipo qa,,2,Pasado [v2],equipo qa,2025-11-21 00:04:04,equipo qa,,2,Pasado [v2]
Gestión de Perfiles - Listado de Perfiles,PFTDZGR06-309,Acceso a listado de perfiles por Usuario Admin,Alta,Pasado [v1],equipo qa,2025-11-08 01:57:28,equipo qa,,2,Pasado [v2],equipo qa,2025-11-21 00:03:54,equipo qa,,2,Pasado [v2]
Gestión de Perfiles - Listado de Perfiles,PFTDZGR06-310,Acceso a listado de perfiles por Usuario Socio/No Socio,Alta,Pasado [v1],equipo qa,2025-11-08 01:54:42,equipo qa,,2,Pasado [v2],equipo qa,2025-11-21 00:03:46,equipo qa,,1,Pasado [v2]
Gestión de Perfiles - Listado de Perfiles,PFTDZGR06-311,Filtrado del listado de perfiles,Alta,Pasado [v1],equipo qa,2025-11-08 01:52:43,equipo qa,,2,Pasado [v2],equipo qa,2025-11-21 00:03:31,equipo qa,,1,Pasado [v2]
Gestión de Perfiles - Listado de Perfiles,PFTDZGR06-312,Acceder a listado sin perfiles registrados,Alta,Pasado [v1],equipo qa,2025-11-08 01:41:32,equipo qa,,2,Pasado [v2],equipo qa,2025-11-21 00:03:11,equipo qa,,1,Pasado [v2]
Gestión de Perfiles - Listado de Perfiles,PFTDZGR06-313,Acceder a listado sin token de autorización,Alta,Pasado [v1],equipo qa,2025-11-08 01:40:48,equipo qa,,2,Pasado [v2],equipo qa,2025-11-21 00:01:29,equipo qa,,1,Pasado [v2]
Gestión de Perfiles - Modificación de perfil,PFTDZGR06-314,Modificar perfil exitosamente,Alta,Pasado [v1],equipo qa,2025-11-08 02:59:16,equipo qa,,2,Pasado [v2],equipo qa,2025-11-21 00:05:16,equipo qa,,2,Pasado [v2]
Gestión de Perfiles - Modificación de perfil,PFTDZGR06-315,Modificar perfil con datos obligatorios faltantes,Alta,Pasado [v1],equipo qa,2025-11-08 02:59:06,equipo qa,,2,Pasado [v2],equipo qa,2025-11-21 00:05:05,equipo qa,,2,Pasado [v2]
Gestión de Perfiles - Modificación de perfil,PFTDZGR06-316,Modificar perfil con datos inválidos,Alta,Pasado [v1],equipo qa,2025-11-08 02:08:11,equipo qa,,2,Pasado [v2],equipo qa,2025-11-21 00:04:55,equipo qa,,1,Pasado [v2]
Gestión de Perfiles - Modificación de perfil,PFTDZGR06-318,Modificar perfil por parte de un usuario no autorizado,Alta,Pasado [v1],equipo qa,2025-11-08 02:00:20,equipo qa,,2,Pasado [v2],equipo qa,2025-11-21 00:04:34,equipo qa,,2,Pasado [v2]
Gestión de Perfiles - Modificación de perfil,PFTDZGR06-319,Modificar perfil no existente,Alta,Pasado [v1],equipo qa,2025-11-08 02:59:30,equipo qa,,2,Pasado [v2],equipo qa,2025-11-21 00:05:31,equipo qa,,1,Pasado [v2]
Gestión de Perfiles - Baja - Reactivación de Perfil,PFTDZGR06-320,Baja exitosa de perfil,Alta,Pasado [v1],equipo qa,2025-11-08 03:03:52,equipo qa,,2,Pasado [v2],equipo qa,2025-11-21 00:07:49,equipo qa,,1,Pasado [v2]
Gestión de Perfiles - Baja - Reactivación de Perfil,PFTDZGR06-321,Baja de perfil ya inactivo,Media,Pasado [v1],equipo qa,2025-11-08 03:02:50,equipo qa,,2,Pasado [v2],equipo qa,2025-11-21 00:07:34,equipo qa,,1,Pasado [v2]
Gestión de Perfiles - Baja - Reactivación de Perfil,PFTDZGR06-322,Baja con perfil no existente,Alta,Pasado [v1],equipo qa,2025-11-08 03:01:47,equipo qa,,2,Pasado [v2],equipo qa,2025-11-21 00:07:24,equipo qa,,2,Pasado [v2]
Gestión de Perfiles - Baja - Reactivación de Perfil,PFTDZGR06-323,Baja de perfil por usuario no autorizado,Alta,Pasado [v1],equipo qa,2025-11-08 03:01:33,equipo qa,,2,Pasado [v2],equipo qa,2025-11-21 00:07:08,equipo qa,,2,Pasado [v2]
Gestión de Perfiles - Baja - Reactivación de Perfil,PFTDZGR06-324,Reactivación exitosa de perfil,Alta,Pasado [v1],equipo qa,2025-11-08 03:01:22,equipo qa,,,Pasado [v2],equipo qa,2025-11-21 00:06:56,equipo qa,,2,Pasado [v2]
Gestión de Perfiles - Baja - Reactivación de Perfil,PFTDZGR06-325,Reactivación de perfil ya activo,Media,Pasado [v1],equipo qa,2025-11-08 03:01:11,equipo qa,,2,Pasado [v2],equipo qa,2025-11-21 00:06:45,equipo qa,,1,Pasado [v2]
Gestión de Perfiles - Baja - Reactivación de Perfil,PFTDZGR06-326,Reactivación de perfil no existente,Alta,Pasado [v1],equipo qa,2025-11-08 03:00:50,equipo qa,,2,Pasado [v2],equipo qa,2025-11-21 00:06:28,equipo qa,,2,Pasado [v2]
Gestión de Perfiles - Baja - Reactivación de Perfil,PFTDZGR06-327,Reactivación de perfil por usuario no autorizado,Alta,Pasado [v1],equipo qa,2025-11-08 02:59:53,equipo qa,,2,Pasado [v2],equipo qa,2025-11-21 00:05:49,equipo qa,,2,Pasado [v2]
Gestión de Perfiles - Baja - Reactivación de Perfil,PFTDZGR06-328,Validar restricción de uso de perfiles dados de baja,Alta,Pasado [v1],equipo qa,2025-11-08 03:04:48,equipo qa,,2,Pasado [v2],equipo qa,2025-11-21 00:07:59,equipo qa,,2,Pasado [v2]
Gestión de Actividades - Registro de Actividad,PFTDZGR06-329,Registrar actividad exitosamente,Alta,Pasado [v1],equipo qa,2025-11-02 01:13:06,equipo qa,,1,Pasado [v2],equipo qa,2025-11-12 23:24:42,equipo qa,,2,Pasado [v2]
Gestión de Actividades - Registro de Actividad,PFTDZGR06-330,Registrar actividad con datos inválidos,Alta,Pasado [v1],equipo qa,2025-11-02 01:20:55,equipo qa,"El caso pasa, sin embargo casos como formato de fecha incorrecta, por ejemplo: 12-10 el sistema devuelve un 500 error",5,Pasado [v2],equipo qa,2025-11-12 23:22:59,equipo qa,,3,Pasado [v2]
Gestión de Actividades - Registro de Actividad,PFTDZGR06-331,Registrar actividad con campos obligatorios faltantes,Alta,Pasado [v1],equipo qa,2025-11-02 01:23:27,equipo qa,,2,Pasado [v2],equipo qa,2025-11-12 23:20:29,equipo qa,,2,Pasado [v2]
Gestión de Actividades - Registro de Actividad,PFTDZGR06-332,Registrar actividad con datos duplicado,Alta,Pasado [v1],equipo qa,2025-11-02 01:21:54,equipo qa,,2,Pasado [v2],equipo qa,2025-11-12 23:19:33,equipo qa,,2,Pasado [v2]
Gestión de Actividades - Registro de Actividad,PFTDZGR06-333,Registrar actividad por parte de usuario no autorizado,Alta,Pasado [v1],equipo qa,2025-11-02 01:35:49,equipo qa,,2,Pasado [v2],equipo qa,2025-11-12 23:18:29,equipo qa,,2,Pasado [v2]
Gestión de Actividades - Registro de Actividad,PFTDZGR06-370,Registrar actividad con solapamiento de horarios,Alta,Pasado [v1],equipo qa,2025-11-02 01:29:08,equipo qa,,5,Pasado [v2],equipo qa,2025-11-12 23:25:49,equipo qa,,1,Pasado [v2]
Gestión de Actividades - Registro de Actividad,PFTDZGR06-371,Registrar actividades consecutivas sin solapamiento,Alta,Fallado [v1],equipo qa,2025-11-02 01:33:28,equipo qa,,5,Pasado [v2],equipo qa,2025-11-12 23:29:20,equipo qa,,2,Pasado [v2]
Gestión de Actividades - Listado de Actividades,PFTDZGR06-334,Acceder a listado de actividad sin token de autorización,Alta,Pasado [v1],equipo qa,2025-11-02 01:46:53,equipo qa,,2,Pasado [v2],equipo qa,2025-11-12 23:39:19,equipo qa,,1,Pasado [v2]
Gestión de Actividades - Listado de Actividades,PFTDZGR06-335,Acceder a listado sin actividades registradas,Alta,Pasado [v1],equipo qa,2025-11-02 01:40:20,equipo qa,,2,Pasado [v2],equipo qa,2025-11-12 23:38:23,equipo qa,,1,Pasado [v2]
Gestión de Actividades - Listado de Actividades,PFTDZGR06-336,Filtrado del listado de actividades,Alta,Pasado [v1],equipo qa,2025-11-07 01:18:56,equipo qa,,2,Pasado [v2],equipo qa,2025-11-12 23:37:21,equipo qa,,2,Pasado [v2]
Gestión de Actividades - Listado de Actividades,PFTDZGR06-337,Acceso a listado de actividades por Usuario Socio/No Socio,Alta,Pasado [v1],equipo qa,2025-11-02 01:37:23,equipo qa,,2,Pasado [v2],equipo qa,2025-11-12 23:34:15,equipo qa,,1,Pasado [v2]
Gestión de Actividades - Listado de Actividades,PFTDZGR06-338,Acceso a listado de actividades por Usuario Admin,Alta,Pasado [v1],equipo qa,2025-11-07 01:17:39,equipo qa,,1,Pasado [v2],equipo qa,2025-11-12 23:32:11,equipo qa,,1,Pasado [v2]
Gestión de Actividades - Listado de Actividades,PFTDZGR06-339,Acceso a listado de actividades exitosamente,Alta,Pasado [v1],equipo qa,2025-11-07 01:17:14,equipo qa,,1,Pasado [v2],equipo qa,2025-11-12 23:31:04,equipo qa,,2,Pasado [v2]
Gestión de Actividades - Modificación de Actividades,PFTDZGR06-340,Modificar actividad por parte de un usuario no autorizado,Alta,Pasado [v1],equipo qa,2025-11-02 01:59:15,equipo qa,,5,Pasado [v2],equipo qa,2025-11-12 23:50:48,equipo qa,,1,Pasado [v2]
Gestión de Actividades - Modificación de Actividades,PFTDZGR06-342,Modificar actividad con datos inválidos,Alta,Fallado [v1],equipo qa,2025-11-02 01:56:33,equipo qa,,5,Pasado [v2],equipo qa,2025-11-12 23:49:39,equipo qa,,2,Pasado [v2]
Gestión de Actividades - Modificación de Actividades,PFTDZGR06-343,Modificar actividad con datos obligatorios faltantes,Alta,Pasado [v1],equipo qa,2025-11-02 01:54:38,equipo qa,,3,Pasado [v2],equipo qa,2025-11-12 23:46:46,equipo qa,,1,Pasado [v2]
Gestión de Actividades - Modificación de Actividades,PFTDZGR06-344,Modificar actividad exitosamente,Alta,Pasado [v1],equipo qa,2025-11-02 01:52:53,equipo qa,,5,Pasado [v2],equipo qa,2025-11-12 23:45:44,equipo qa,,2,Pasado [v2]
Gestión de Actividades - Modificación de Actividades,PFTDZGR06-345,Modificar actividad no existente,Alta,Pasado [v1],equipo qa,2025-11-02 01:48:11,equipo qa,,2,Pasado [v2],equipo qa,2025-11-12 23:42:28,equipo qa,,1,Pasado [v2]
Gestión de Actividades - Modificación de Actividades,PFTDZGR06-372,Modificación de horario de una actividad que genera solapamiento,Alta,Pasado [v1],equipo qa,2025-11-02 02:00:06,equipo qa,,2,Pasado [v2],equipo qa,2025-11-12 23:53:35,equipo qa,,2,Pasado [v2]
Gestión de Actividades - Baja - Reactivación de Actividad,PFTDZGR06-346,Reactivar actividad por usuario no autorizado,Alta,Pasado [v1],equipo qa,2025-11-02 02:12:00,equipo qa,,1,Pasado [v2],equipo qa,2025-11-13 00:08:06,equipo qa,,1,Pasado [v2]
Gestión de Actividades - Baja - Reactivación de Actividad,PFTDZGR06-347,Reactivar actividad no existente,Alta,Pasado [v1],equipo qa,2025-11-02 02:11:08,equipo qa,,1,Pasado [v2],equipo qa,2025-11-13 00:07:18,equipo qa,,1,Pasado [v2]
Gestión de Actividades - Baja - Reactivación de Actividad,PFTDZGR06-348,Reactivar actividad ya activo,Media,Pasado [v1],equipo qa,2025-11-02 02:10:10,equipo qa,,2,Pasado [v2],equipo qa,2025-11-13 00:03:18,equipo qa,,1,Pasado [v2]
Gestión de Actividades - Baja - Reactivación de Actividad,PFTDZGR06-349,Reactivar actividad exitosamente,Alta,Pasado [v1],equipo qa,2025-11-02 02:10:28,equipo qa,,1,Pasado [v2],equipo qa,2025-11-13 00:06:07,equipo qa,,1,Pasado [v2]
Gestión de Actividades - Baja - Reactivación de Actividad,PFTDZGR06-350,Baja de actividad por usuario no autorizado,Alta,Pasado [v1],equipo qa,2025-11-02 02:05:04,equipo qa,,2,Pasado [v2],equipo qa,2025-11-13 00:00:43,equipo qa,,1,Pasado [v2]
Gestión de Actividades - Baja - Reactivación de Actividad,PFTDZGR06-351,Baja con actividad no existente,Alta,Pasado [v1],equipo qa,2025-11-02 02:04:25,equipo qa,,1,Pasado [v2],equipo qa,2025-11-13 00:00:00,equipo qa,,1,Pasado [v2]
Gestión de Actividades - Baja - Reactivación de Actividad,PFTDZGR06-352,Baja de actividad ya inactivo,Media,Fallado [v1],equipo qa,2025-11-02 02:03:43,equipo qa,,2,Pasado [v2],equipo qa,2025-11-12 23:58:58,equipo qa,,1,Pasado [v2]
Gestión de Actividades - Baja - Reactivación de Actividad,PFTDZGR06-353,Baja exitosa de actividad,Alta,Pasado [v1],equipo qa,2025-11-02 02:01:51,equipo qa,,2,Pasado [v2],equipo qa,2025-11-12 23:58:13,equipo qa,,1,Pasado [v2]
Gestión de Actividades - Baja - Reactivación de Actividad,PFTDZGR06-354,Validar restricción de uso de actividades dados de baja,Alta,Pasado [v1],equipo qa,2025-11-02 02:17:59,equipo qa,"El caso se considera pasado, ya que la funcionalidad se cumple según lo esperado. Sin embargo, se recomienda verificar que el código de respuesta coincida con lo especificado en el caso de prueba.",2,Pasado [v2],equipo qa,2025-11-12 23:54:48,equipo qa,,1,Pasado [v2]
Gestión de Actividades - Baja - Reactivación de Actividad,PFTDZGR06-418,Baja de actividad con periodo de inscripción actual,Alta,Pasado [v1],equipo qa,2025-11-02 02:13:15,equipo qa,,1,Pasado [v2],equipo qa,2025-11-13 00:09:09,equipo qa,,1,Pasado [v2]
