Suite de Pruebas,Caso de Prueba,Prioridad,Build Versión,Asignado a,Resultado,Fecha,Testeado por,Notas,Duración de la ejecución (min)
Módulo Ubicaciones/Movimiento Equipo,CP-357: Realizar movimiento del equipo por parte de un auxiliar administrativo,Alta,1.1.1,Equipo QA,Pasado,2023-11-24 18:02:45,Equipo QA,,3
Módulo Ubicaciones/Movimiento Equipo,CP-358: Realizar movimiento del equipo por parte de un ingeniero biomédico,Alta,1.1.1,Equipo QA,Pasado,2023-11-24 18:02:34,Equipo QA,,3
Módulo Ubicaciones/Movimiento Equipo,CP-359: Realizar movimiento del equipo por parte de un tecnólogo,Alta,1.1.1,Equipo QA,Pasado,2023-11-24 18:02:20,Equipo QA,,3
Módulo Ubicaciones/Movimiento Equipo,CP-360: Realizar movimiento del equipo por parte de un técnico,Alta,1.1.1,Equipo QA,Pasado,2023-11-24 18:02:13,Equipo QA,,3
Módulo Equipos/Modificar Equipo,CP-320: Modificar un equipo desde el listado de equipo como administrador.,Alta,1.1.1,Equipo QA,Pasado,2023-11-23 23:43:16,Equipo QA,,2
Módulo Equipos/Modificar Equipo,CP-322: Modificar un equipo desde el listado de equipo como auxiliar administrador.,Alta,1.1.1,Equipo QA,Pasado,2023-11-23 23:43:32,Equipo QA,,2
Módulo Equipos/Modificar Equipo,CP-324: Modificar un equipo desde el listado de equipo como Ingeniero biomédico,Alta,1.1.1,Equipo QA,Pasado,2023-11-23 23:43:42,Equipo QA,,2
Módulo Equipos/Modificar Equipo,CP-325: Modificar un equipo desde el listado de equipo como Tecnólogo.,Alta,1.1.1,Equipo QA,Pasado,2023-11-23 23:43:53,Equipo QA,,2
Módulo Equipos/Modificar Equipo,CP-327: Modificar un equipo desde el listado de equipo como Técnico.,Alta,1.1.1,Equipo QA,Pasado,2023-11-23 23:44:03,Equipo QA,,2
Módulo Equipos/Modificar Equipo,CP-329: Modificación de Equipos con datos inválidos,Alta,1.1.1,Equipo QA,Fallado,2023-11-23 23:44:45,Equipo QA,,2
Módulo Ubicaciones/Listado Movimientos de Equipos,CP-321: Listar Movimiento de Equipo por Equipo,Alta,1.1.1,Equipo QA,Pasado,2023-11-24 18:24:33,Equipo QA,,2
Módulo Ubicaciones/Listado Movimientos de Equipos,CP-323: Listar Movimiento de Equipo por Identificación de Equipo,Alta,1.1.1,Equipo QA,Pasado,2023-11-24 18:24:42,Equipo QA,,2
Módulo Ubicaciones/Listado Movimientos de Equipos,CP-326: Listar Movimiento de Equipo por Institución,Alta,1.1.1,Equipo QA,Pasado,2023-11-24 18:24:51,Equipo QA,,2
Módulo Ubicaciones/Listado Movimientos de Equipos,CP-328: Listar Movimiento de Equipo por Sector,Alta,1.1.1,Equipo QA,Pasado,2023-11-24 18:25:02,Equipo QA,,2
Módulo Ubicaciones/Listado Movimientos de Equipos,CP-330: Listar Movimiento de Equipo por Usuario,Alta,1.1.1,Equipo QA,Pasado,2023-11-24 18:25:13,Equipo QA,,2
Módulo Ubicaciones/Listado Movimientos de Equipos,CP-331: Listado por filtros incompatibles,Alta,1.1.1,Equipo QA,Fallado,2023-11-24 18:09:47,Equipo QA,Aunque no se muestre ningún registro el sistema no notifica al usuario que la institución ingresada para filtrar no existe en el sistema.,2
Módulo Ubicaciones/Listado Movimientos de Equipos,CP-332: Combinar Filtros,Alta,1.1.1,Equipo QA,Pasado,2023-11-24 18:15:14,Equipo QA,,2
Módulo Ubicaciones/Listado Movimientos de Equipos,CP-337: Listar por fechas,Alta,1.1.1,Equipo QA,Fallado,2023-11-24 18:23:41,Equipo QA,El sistema no filtra y muestra los movimientos que corresponden a la fecha filtrada.,
Módulo Ubicaciones/Listado Movimientos de Equipos,CP-384: Filtros incompatibles,Baja,1.1.1,Equipo QA,Fallado,2023-11-24 18:07:15,Equipo QA,El sistema no notifica al usuario sobre que no se encontraron datos coincidentes.,
Módulo Tipo de Intervención/Registro Tipo de Intervención,CP-338: Ingresar Tipo de intervención con datos válidos,Alta,1.1.1,Equipo QA,Pasado,2023-11-24 01:30:53,Equipo QA,,2
Módulo Tipo de Intervención/Registro Tipo de Intervención,CP-339: Ingreso de entrada inválida en campo Tipo de Intervención,Alta,1.1.1,Equipo QA,Fallado,2023-11-24 01:32:41,Equipo QA,,3
Módulo Tipo de Intervención/Registro Tipo de Intervención,CP-343: Ingresar Tipo de intervención que ya existe,Alta,1.1.1,Equipo QA,Fallado,2023-11-24 01:34:35,Equipo QA,,3
Módulo Tipo de Intervención/Listado Tipo de intervención,CP-344: Visualización del listado de Tipo de Intervención,Alta,1.1.1,Equipo QA,Pasado,2023-11-24 01:38:37,Equipo QA,,1
Módulo Tipo de Intervención/Listado Tipo de intervención,CP-345: Visualización del listado de Tipo de intervención filtrado por tipo,Alta,1.1.1,Equipo QA,Pasado,2023-11-24 01:39:28,Equipo QA,,3
Módulo Tipo de Intervención/Listado Tipo de intervención,CP-346: Visualización del listado de Tipo de intervención filtrado por estado.,Alta,1.1.1,Equipo QA,Pasado,2023-11-24 01:39:47,Equipo QA,,2
Módulo Tipo de Intervención/Listado Tipo de intervención,CP-355: Acceso a la página Listado Tipo de Intervención por un usuario no autorizado,Alta,1.1.1,Equipo QA,Fallado,2023-11-24 01:46:29,Equipo QA,,5
Módulo Tipo de Intervención/Listado Tipo de intervención,CP-385: Descargar listado/reporte de Tipo de Intervención,Baja,1.1.1,Equipo QA,Pasado,2023-11-24 01:37:29,Equipo QA,,3
Módulo Tipo de Intervención/Modificar Tipo de intervención,CP-353: Modificación de Tipo de Intervención con datos válidos,Alta,1.1.1,Equipo QA,Pasado,2023-11-24 01:48:33,Equipo QA,,2
Módulo Tipo de Intervención/Modificar Tipo de intervención,CP-361: Modificación del nombre de Tipo de Intervención,Alta,1.1.1,Equipo QA,Pasado,2023-11-24 01:48:50,Equipo QA,,1
Módulo Tipo de Intervención/Baja Tipo de intervención,CP-362: Baja lógica de Tipo de Intervención con éxito,Alta,1.1.1,Equipo QA,Pasado,2023-11-24 01:49:55,Equipo QA,,2
Módulo Tipo de Intervención/Baja Tipo de intervención,CP-363: Baja lógica de Tipo de Intervención que está en uso,Alta,1.1.1,Equipo QA,Fallado,2023-11-24 01:52:40,Equipo QA,,3
